title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""12 O'Clock High"" (1964) {Six Feet Under (#3.13)}"	 During a lightning strike deep behind German lines, the Americans capture a forward operations base for the Luftwaffe in a small Belgian village that contains a trove of potentially valuable documents. Gallagher and Komansky are sent in to evaluate and retrieve the information, but they have three major problems; their assigned translators have been killed, an enemy survivor has emerged to cause trouble, and the Germans are mounting an all-out counteroffensive to retake the base. One of their problems might be solved by a Belgian boy who speaks German, but he blames the Americans for the destruction of his village and the wounding of his brother.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Storm at Twilight (#2.11)}"	 The XO, Harvey, and Lieutenant Colonel Rogers, the 918ths acting commander, watch the latest mission come back very chewed up and missing at least 6 six planes. Harvey feels responsible. Sandy hands him a telegram, his son is an MIA. Harvey goes to see General Britt and requests to go back on flying status. He gets an age waiver. Gallagher comes back and is furious with Harvey. He passes his physical by memorizing the eye chart. Gallagher puts Harvey through the wringer but Harvey passes his flight test. On the mission to bomb the marshaling yards at Antwerp, they make the run then get attacked by Bf-109's.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Ace (#3.12)}"	 The Germans have surrounded a secret atomic research facility with a prison camp full of high profile POWs, believing the Allies will never bomb for fear of a major public relations fiasco. The Americans have an ace up their sleeve, however, in the person of Colonel Harry Connelly, a wizard at pinpoint precision bombing with 43 successful missions under his belt. But, unbeknownst to his comrades, Connelly is feeling the fatigue from so many crucial missions, and his first attempt ends in the very tragedy the Germans had foreseen, causing him to crack under the stress. Gallagher steps in to try again, but he lacks the training and experience Connelly had, foreshadowing a disastrous repeat of the previous effort.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The All-American (#3.7)}"	 Lt. Ted Masters, a handsome collegiate sports hero, is assigned to the 918th, along with his mentor, Maj. Praeger, to enhance his image as a symbol of American manhood. However, his brusque introduction, manipulated by Praeger for publicity, rubs the veterans the wrong way, especially Gallagher and seasoned pilot Capt. King. Gallagher assigns Masters to desk duty in an effort to protect him from possible harm in combat, but he chafes at the role and hounds Gallagher into giving him a chance to pilot, much to Praeger's consternation and King's grudging respect. But Gallagher finds him lacking and assigns him to trivial flight duties, forcing the All-American kid to find a way to prove his combat worthiness.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Climate of Doubt (#1.5)}"	 When an old flame, who happens to be a member of the French Resistance, shows up in England asking for help, General Crowe concocts a bombing mission to show American support for the Underground movement. Because of the limited strategic value of the target, however, he can't get approval as a stand-alone operation, so he quietly tacks it on as a secondary target to another mission, much to Savage's consternation. The added objective will significantly intensify the danger to his B-17s for a very dubious benefit. Crowe is adamant, but is it because of his belief in the long-term reward, or his devotion to his Parisian lover?	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Duel at Mont Sainte Marie (#3.14)}"	 The 918th is tasked with bombing a strategic target the Germans may be using as a spotter post for artillery that is blocking the Allied advance across France. Gallagher is highly disturbed, however, when he finds out the target is a monastery housing a convent occupied by nuns and refugees. He wrangles permission to personally attempt to sneak into the monastery and convince the civilians to leave before the attack, and has only 24 hours. However he runs into a resistant Reverend Mother (or Mother Superior, the leader of the convent) who refuses to abandon the historic building. Being German herself, the wily German commander cajoles her to stay, convinced the Americans will never bomb the area while she and her charges remain. Meanwhile, the 918th is on its way, ready to bomb the target.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Hero (#1.32)}"	 After flying a desk in Washington for the first months of the war, Col. 'Pappy' Hartley, a decorated fighter ace of the First World War, arrives in England. He also happens to be one of Gen. Savage's most revered flight instructors from his training days. With the formation of a new bomb group needing an experienced commander, Savage is only too pleased to recommend Pappy as a candidate for the job. Full of freewheeling fighter pilot blood coursing through his veins, Pappy chafes at the regimentation of bomber duty. Blinded by his admiration for his mentor, Savage wrestles with the growing realization that Pappy is not cut from the right cloth, but is he too late to prevent a calamity?	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Hotshot (#2.6)}"	" The tables may be turning in the air war in Europe. The P-51 has arrived, with the promise of providing escort to the B-17s all the way to the heart of Germany. The first 18 are assigned to Gallagher's 918th, but his gunners manage to accidentally shoot one down on the very first mission. This sets a very bad tone between Gallagher and the fighter commander, Col. Troper, who are thrown together to make the new system work. Troper, already an ace with 22 kills, chafes at the need to protect the bombers at the cost of being able to hunt down the Luftwaffe fighters, and his resentment builds to a dangerous and destructive intensity. As the remaining eight planes of Col. Joe Gallagher's 918th Bombardment Group complete the last leg of their historic ""Shuttle Raid"" over Germany, word is received that a newly formed group of P-51 fighters will meet the bombers over their last target, Saarbrucken, and escort the B-17's back to England. As Gallagher's men drop their bombs and watch for the German ME-109 fighters, which resemble the new American P-51, both the German planes and the P-51's show up late. In the mad air battle that ensues, one of Gallagher's gunners mistakes a P-51 for a German and shoots it down. After landing back in England, Lt. Col. Jerry Troper, commander of the P-51 group rushes to Gallagher to vent his rage on him for causing the only P-51 loss. Later, Sgt. Komansky arrives arrives at Gallagher's office with the film from the planes gun cameras. The film reveals Troper's planes had diverted to strafe a train, thus explaining why the P-51's were late in meeting the bombers."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Hunters and the Killers (#3.17)}"	 Army vs. Navy - 1944. The 918th is picked to assist the Navy in an operation to find and destroy a German U-boat wolfpack operating in the Atlantic. Gallagher is concerned to learn that he will be working with and taking orders from Commodore Crompton, an old nemesis of his father. Crompton is even more upset by the arrangement, but grudgingly accepts the pact in order to recharge his failing career. Gallagher becomes incensed when he learns that his planes are not to carry bombs in order to maximize flying time. They are simply to spot the enemy and guide the Navy to the kill. However, the strategy doesn't work quite as planned, and the animosity between Crompton and Gallagher comes to an explosive head.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Jones Boys (#2.13)}"	 Lt. J.D. Jones is a pilot with a serious problem; with each mission he flies he loses more of his self-confidence and composure. Finally, he causes his bomber to crack up on takeoff, killing or injuring several members of his crew, including his severely wounded co-pilot. His flight engineer, Sgt. Chapman, gets into hot water over black-market trading in weapons, and he needs an alibi. Chapman convinces J.D. to cover for him in return for shifting the blame for the crash on the comatose co-pilot. J.D.'s older brother, Frank, at first protective, becomes disillusioned with J.D.'s deceit to the point of washing his hands of the matter entirely.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Lorelei (#1.18)}"	 Every series deserves at least one good spooky episode, and this is it for 12o'H. The Lorelei is a bomber that returns from a mission and lands intact, but with its entire crew dead. Gen. Savage assigns the plane to his new 2nd-in-command, Col. Royce, who he's supposed to evaluate for assignment as a group commander. Royce is a highly-experienced, decorated, and well-liked pilot with one apparent flaw; he's decidedly superstitious, and he's just been handed command of a Flying Dutchman that seems to have a mind of its own. The Twilight Zone visits the 918th.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Mission (#1.27)}"	 While preparing for a top priority mission, Gen. Savage replaces a sick crewman with a hotshot gunner, only to discover too late that the man has a bad reputation as well as a negative attitude. Joe Waller is a washed-out pilot trainee who takes out his resentment on his fellow crew members. The resulting friction threatens the integrity of the crew, even before Waller is forced to replace the fatally wounded bombardier, making him the most important man in the entire mission.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Pariah (#3.8)}"	 American bombers keep missing an important target in the heart of Germany, but Allied command produces an ace up their sleeve in the form of a German-American GI, Sgt. Reiniger, who knows the area well and can pinpoint the elusive objective - as long as he goes along for the ride. Although his attendance produces the desired result, Reiniger and Gallagher & Crew are forced down at the Russian front, but just a little too close to the German lines where they are captured and interrogated. Now Reiniger becomes a liability as both the Americans and the Germans close in on his closely guarded secret that could get him and Gallagher's men executed.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {The Sound of Distant Thunder (#1.4)}"	 General Savage gets a new bombardier, Lt. Lathrop, a goofy, ungainly kid, who just happens to have a knack for putting the bombs precisely on the target. After Lathrop saves his life, Savage takes a strong interest in the young man and starts pushing him to improve with the goal of acquiring command abilities, but Lathrop is resistant because of his good-natured but naive outlook on life. His rosy world is rocked, however, when he's on the receiving end of a bombardment, resulting in his own personal tragedy that threatens to seriously undermine his dedication to duty.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
